"R0000100","R0214700","R0214800","R0217501","R0405601","R0618601","R0898401","R1144901","R1520101","R1890801","R2257901","R2445301","R2871000","R3074700","R3401400","R3656800","R4007300","R4418400","R5081400","R5166700","R6479300","R7007000","R7704300","R8496700","T0988500","T2210500","T3108400","T4112900"
225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
226,1,1,0,-5,0,1,1,1,1,1,1,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
227,2,2,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3
228,1,2,0,2,-5,3,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,3,2,0,0,0,1,2,2,2,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
230,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,3,1,0,0,2,3,3,3,3,1,1,1,-5,1,1,1,1,1,1,-5,1,1,-5,3,3,3,1
235,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,3,2,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
238,3,2,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,6
240,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,3,1,0,0,0,0,0,0,0,0,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
242,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1
243,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,1
244,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
247,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,3,1,0,0,0,0,0,0,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
249,3,2,0,0,0,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1
250,3,2,0,1,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,3,1,0,-5,0,0,0,0,0,0,0,-5,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1
252,3,2,0,-5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
253,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
254,3,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3
255,3,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,3,2,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,3,3,1,1,1,1,1,3
257,3,1,0,0,0,0,0,-5,-5,-5,-5,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3
258,3,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,2
259,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,2,3,1
260,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
262,3,2,0,0,0,0,0,1,1,1,1,1,-5,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
263,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
264,3,2,0,0,-5,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
265,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1
266,3,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,3,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
268,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,-5,3,3,3,3,3,3
269,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,3,1,0,0,0,0,0,0,0,0,1,-5,-5,-5,-5,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
271,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,1,1,-5,-5,-5,-5,-5,-5,-5
272,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
274,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
276,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
277,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0
278,3,2,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-5,1,-5
279,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,-5
280,3,2,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
281,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
282,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2
283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,3,3
284,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
285,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1
286,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
288,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1,2,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
291,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3
293,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,3,2,0,0,0,1,1,1,-5,-5,-5,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1
295,3,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
296,3,1,0,0,0,0,0,0,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
297,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3
298,1,2,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5
299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,0,0,0,0,0
300,1,1,0,0,0,0,0,0,0,0,-5,0,-5,0,0,-5,0,0,-5,-5,0,-5,-5,0,-5,-5,-5
301,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
302,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3
303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,3,3,3,3
304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,2,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,3,3,3,3
306,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0
307,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
308,3,1,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,1,1,1,1,1,1,1,2,3
309,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
310,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,1,1,1,1,1,1
311,3,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
312,3,2,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
313,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,-5,3,3,3,3,1
314,3,2,0,-5,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,1,1,-5,-5,-5,1,-5,-5,1
315,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
316,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
319,3,2,1,1,1,1,2,3,3,3,-5,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
320,3,1,0,0,0,0,0,0,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-5,1,1,1,1,-5,-5,-5
322,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1,1
323,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1,1,1,1
324,3,1,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
325,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
326,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,-5,-5,-5
328,1,1,0,-5,-5,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,1,1,0,0,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,1,1,0,0,0,-5,1,1,2,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0
332,1,1,0,0,0,-5,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
333,2,2,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,2,1,0,0,0,0,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,2,2,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
336,2,1,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,0,1,3
337,2,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,6,6,6,6
338,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,-5
339,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,1,1
341,3,2,0,0,0,0,0,0,0,0,0,0,1,-5,1,1,1,1,-5,1,-5,-5,-5,1,1,-5,-5
342,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
343,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-5,2,2
344,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,2,2,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5
346,3,1,0,0,0,0,0,0,1,1,1,3,3,3,1,1,1,1,1,1,2,3,3,3,3,3,3
347,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
348,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,-5
349,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
350,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
351,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1
352,3,2,0,0,0,0,0,0,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1
353,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
354,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
357,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
358,3,1,0,0,0,0,0,0,0,-5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
359,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,-5,-5
360,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
361,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,-5,3,-5,-5,-5,-5,-5,-5
362,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3
364,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,3,2,0,0,0,0,0,0,0,0,1,1,1,-5,1,-5,1,-5,1,1,1,1,1,1,1,1,1
366,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-5,-5,-5,-5,-5,-5,-5
367,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0
369,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,3,2,0,0,0,0,0,-5,-5,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
372,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,3,2,0,-5,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
375,3,1,0,1,1,1,1,1,1,1,1,-5,3,3,3,3,1,1,1,1,2,3,3,3,3,3,-5
376,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3
377,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
379,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,-5,2,2,-5,3,3,3,3,3,3
380,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
381,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2,2,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,-5,-5,3,3,3,3,3,3
383,2,1,0,0,0,0,0,0,0,0,0,0,1,-5,1,1,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5
384,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
385,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
390,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
391,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,-5,3,3,3,3,3
392,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1
393,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,0,0,0,0,0
395,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3
396,2,1,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,3,3,1,3,3,3,3,3,3,3
397,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,-5
398,2,1,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0
399,3,2,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3
400,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,3,1,1,1,1
401,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
403,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
404,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
405,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
406,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
407,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
410,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,3,1,0,0,1,1,1,1,1,2,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3
412,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
413,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5
414,3,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,3,1,0,0,0,0,0,0,0,0,1,1,-5,2,2,3,3,3,3,3,1,1,1,1,1,1,1
416,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1
418,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419,3,1,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3
420,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,-5,1,1,3,3,3,3,3,1,1,1,1
421,3,1,0,0,0,0,-5,0,0,0,1,1,1,1,1,1,1,1,1,-5,1,1,1,-5,-5,1,-5
422,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,3,2,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,1,1,1,1,1,-5,-5,-5,1,1
424,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,1,1,1,1,-5,-5,-5
425,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3
426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,1
427,3,2,1,-5,-5,-5,-5,-5,1,-5,1,1,-5,-5,1,-5,-5,-5,1,-5,-5,-5,-5,-5,1,1,-5
428,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
429,3,1,0,0,0,0,0,0,-5,0,0,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
430,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,3,-5
431,3,2,0,-5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,1,6,-5,-5
433,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,-5
434,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,1,1,1,1,1,1,3,3
435,3,1,0,0,0,1,1,-5,1,1,1,1,2,3,3,3,1,1,1,3,3,3,-5,-5,-5,-5,-5
436,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
437,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3
439,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
441,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
442,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
445,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
446,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,-5,-5
447,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,1,-5,-5,1,1,1,1,-5,-5,-5
448,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
449,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
450,3,1,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5
451,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
452,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,3,1,0,0,0,0,-5,-5,-5,-5,-5,-5,3,3,3,3,3,3,3,3,-5,3,1,1,1,-5,-5
454,3,2,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,-5,-5,-5,-5,-5
455,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3
458,3,2,0,0,0,0,0,0,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
459,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
