"R0000100","R0046300","R0214700","R0214800","R0263300","R0263400","R0446300","R0702000","R0828000","R0944900","R0945300","R1255300","R1255700","R1650100","R1650500","R1922700","R1923100","R2317500","R2317900","R2525300","R2525700","R2924300","R2924700","R3127000","R3127400","R3522700","R3523100","R3727700","R3728100","R4182000","R4193700","R4587901","R4587903","R5270500","R5270900","R6472100","R6473700","R6591300","R6592900","R7209100","R7209600","R7897500","R7898000","T0137900","T0138400","T1297500","T1298000","T2326000","T2326500","T3308200","T3308700"
114,197,3,1,197,652,157,198,704,858,453,197,704,198,777,-5,-5,199,704,-5,-5,258,633,398,637,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
115,838,3,2,-4,-4,-4,697,274,697,276,338,274,838,203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
116,-4,3,2,-4,-4,157,168,313,259,313,669,444,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,189,376,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
117,187,3,1,-4,-4,-4,187,644,157,644,157,844,168,777,187,709,187,27,608,637,168,633,198,633,187,756,158,558,187,633,633,187,187,633,187,503,187,503,317,735,3990,7350,3990,7350,3990,430,8190,3400,8190,3400
118,168,3,2,839,925,258,779,379,887,434,208,637,208,777,208,784,-5,-5,-5,-5,168,364,398,368,259,888,118,162,168,59,33,187,168,33,259,33,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
119,747,3,1,157,962,-4,198,759,897,188,728,486,189,784,748,284,697,658,697,804,697,883,697,804,897,188,798,188,897,188,188,897,197,188,197,188,197,188,319,260,3190,2600,770,6420,3190,2600,3190,2600,3890,7750
120,669,3,1,669,916,669,669,444,669,434,809,434,669,434,718,375,748,376,718,254,718,303,718,254,718,254,718,19,718,243,254,718,718,254,718,16,718,16,707,81,7070,810,7070,810,7070,810,7070,810,7070,810
121,669,3,2,669,911,-4,867,348,677,276,748,243,677,307,677,389,677,633,677,308,677,229,677,7,677,19,677,339,848,339,385,739,798,339,798,339,717,336,699,525,6990,5250,6990,5250,6990,5250,6990,5250,6990,5250
122,-4,3,1,669,912,-4,67,567,69,567,77,567,69,567,67,567,77,869,77,855,69,558,68,869,69,575,69,575,69,575,575,69,69,575,69,554,-5,-5,737,263,770,6230,770,6230,6670,3920,6670,3920,6670,6230
123,628,3,1,628,762,628,628,365,628,365,638,243,628,877,-5,-5,368,223,369,208,347,224,369,48,-5,-5,-5,-5,729,73,73,729,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
124,769,3,2,-4,-4,-4,658,274,658,276,669,435,647,276,718,254,718,253,718,254,-4,-4,669,276,717,323,-4,-4,-4,-4,-4,-4,717,277,-4,-4,-4,-4,707,492,-4,-4,5470,5240,5470,5240,5470,5240,5470,5240
125,747,3,1,607,715,607,569,276,607,274,607,274,67,558,607,268,-5,-5,-5,-5,417,804,228,567,228,565,228,567,228,567,567,228,228,567,429,809,798,809,619,914,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
126,607,3,1,607,280,607,607,19,607,274,607,274,607,274,607,268,607,243,607,243,607,19,607,19,607,843,607,19,607,19,19,607,607,243,607,19,607,274,487,484,-4,-4,4870,4760,-4,-4,4870,4760,4870,4760
127,-4,3,1,-4,-4,-4,-4,-4,-4,-4,848,365,887,883,638,274,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,669,444,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
128,-4,3,2,717,391,707,717,308,717,315,717,375,717,375,717,253,717,343,717,243,717,25,717,23,717,376,717,7,717,19,19,717,-5,-5,717,25,717,25,699,95,-5,-5,-4,-4,-4,-4,-4,5840,-4,5840
129,677,3,1,-4,-4,-4,177,777,408,208,848,208,937,417,937,417,937,417,937,417,937,337,927,417,937,417,937,413,937,413,413,937,937,413,927,159,937,413,947,372,9470,3720,9990,620,9470,3720,9470,430,9470,3720
130,-4,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
131,-4,3,2,769,980,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
132,-4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
133,769,3,2,637,280,669,669,276,669,437,748,348,157,313,448,348,448,348,448,348,448,348,448,348,448,348,448,348,448,348,348,448,448,327,448,327,448,327,668,524,6680,5240,6680,5240,6680,5240,-5,-5,6680,5020
134,69,3,1,69,431,69,467,575,69,575,68,576,69,575,69,575,-5,-5,467,55,69,19,69,575,69,558,69,558,67,575,575,69,69,555,69,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6670,7420,-5,-5
135,69,3,1,-4,-4,628,698,804,697,877,17,365,587,364,689,364,69,575,67,869,69,575,67,575,69,19,467,577,69,575,575,69,69,575,69,575,69,575,77,635,770,6350,-5,-5,-4,-4,770,6350,770,6350
136,-4,3,2,839,925,-5,-4,-4,-4,-4,-4,-4,-4,-4,769,447,848,447,839,447,839,447,838,447,838,447,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
137,628,3,2,-4,-4,-4,888,218,937,53,937,53,937,225,888,59,718,19,718,19,77,19,838,19,838,869,858,337,838,37,15,838,838,15,838,53,838,53,787,22,7870,5000,9990,10,7870,10,7870,10,7870,230
138,-4,3,2,857,310,669,669,439,669,435,809,435,778,464,839,175,769,449,838,344,669,435,769,406,769,468,669,337,857,468,406,769,778,468,669,435,669,435,847,460,8470,4600,8470,4600,8470,4600,8470,4600,7580,620
139,809,3,1,809,932,669,809,459,-4,-4,297,435,227,23,697,23,698,23,669,437,639,263,639,263,669,19,639,23,757,243,-5,-5,-5,-5,669,19,669,19,868,43,8680,310,7070,4920,8680,310,8680,310,7070,10
140,-4,3,2,-4,-4,857,857,156,857,156,937,139,857,156,857,156,857,157,829,313,857,156,857,156,857,144,857,156,857,156,156,857,857,158,857,158,857,158,786,233,7860,2330,7860,2330,7860,2330,7860,2320,7860,2320
141,-4,3,2,669,914,-4,777,449,247,785,-4,-4,697,19,657,274,769,405,887,197,809,487,867,159,848,167,878,167,737,379,-4,-4,708,37,708,337,69,7,77,12,770,120,770,120,-5,-5,770,120,770,120
142,69,3,1,18,822,17,587,633,19,19,19,29,528,364,-5,-5,-5,-5,77,869,69,558,77,558,67,558,69,588,77,869,804,69,-5,-5,77,558,77,558,-5,-5,-5,-5,-5,-5,-5,-5,-4,6260,-4,6260
143,839,3,2,839,925,798,839,447,839,447,849,447,737,447,839,207,-5,-5,-5,-5,-5,-5,-5,-5,838,95,848,207,848,207,207,848,839,95,677,95,-5,-5,-5,-5,8270,3130,8270,3130,8190,3600,8190,3130,-5,-5
144,769,3,2,769,980,769,769,406,109,689,159,689,159,689,159,689,259,689,259,888,887,379,669,434,669,434,887,434,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,5380,4020,5380,4020
145,-4,3,1,628,762,-4,628,877,398,785,669,437,669,437,618,877,537,889,529,365,537,327,197,805,398,805,-4,-4,669,436,436,669,398,709,669,436,669,444,868,403,8680,4030,7770,4250,8680,4020,8680,4020,8680,4020
146,619,3,1,338,266,-4,-4,-4,527,805,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,417,19,525,417,417,213,749,19,739,213,738,104,7380,1040,7380,1040,7380,1040,7380,4830,7390,710
147,669,3,2,669,915,707,707,383,707,313,707,319,707,313,707,313,707,373,707,389,707,25,707,383,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,443,669,443,868,403,7860,5320,7860,5320,3170,5860,3170,5860,3170,5860
148,769,3,1,-4,-4,609,339,637,697,345,339,734,339,734,339,734,197,734,339,734,339,734,339,737,339,734,339,734,339,363,363,339,339,734,339,363,339,363,199,560,4770,4760,4770,4760,4770,4700,4770,20,4770,4700
149,769,3,2,-4,-4,669,669,276,669,276,239,783,717,315,717,315,717,229,717,19,717,197,717,7,717,197,717,37,717,386,376,717,717,376,717,64,717,64,699,106,6970,4710,6970,4710,6990,1000,6990,1000,6990,1000
150,609,3,1,748,645,748,748,799,748,774,747,424,747,424,748,774,747,424,747,19,747,426,747,426,587,774,748,327,747,426,415,777,747,426,747,426,747,426,-4,-4,7680,3910,7680,3910,-4,-4,7680,3910,7680,3910
151,809,3,2,778,180,778,669,435,809,199,237,335,687,274,657,243,609,274,698,274,609,274,687,274,687,274,687,274,687,243,274,687,687,274,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
152,669,3,2,669,914,669,739,319,717,375,717,68,717,229,717,229,717,64,717,64,717,229,717,19,717,243,717,64,717,64,19,717,717,19,717,64,717,64,699,471,6990,710,6990,2820,6990,2820,6990,5930,6990,130
153,-4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,628,276,669,435,669,435,669,435,628,23,628,379,628,337,628,379,717,253,385,339,339,303,717,243,748,376,917,43,9170,430,4870,5120,-4,-4,4870,5120,4870,5120
154,-4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
155,769,3,1,-4,-4,779,717,777,338,734,717,364,339,734,897,453,747,424,238,785,268,805,417,804,417,804,417,804,737,804,804,417,69,594,417,804,417,804,629,913,8770,7210,-5,-5,-5,-5,8770,7210,8770,7210
156,69,3,1,-5,-5,69,69,567,69,567,67,579,69,567,69,567,-5,-5,-5,-5,-5,-5,68,567,69,567,67,558,67,19,19,67,-5,-5,-5,-5,245,19,77,43,770,430,770,430,770,430,770,430,770,6200
157,669,3,2,669,915,669,669,435,838,313,838,313,838,313,838,313,838,313,838,7,669,435,669,443,669,443,669,435,-4,-4,159,867,-5,-5,857,156,-5,-5,786,231,-5,-5,-5,-5,-4,2550,-4,230,-4,230
158,669,3,2,669,915,669,717,253,717,253,717,253,717,386,669,435,717,343,717,365,717,56,717,66,669,435,669,435,669,435,435,669,857,19,669,435,859,164,677,532,6770,2430,6770,2430,6770,2430,-5,-5,6770,2430
159,669,3,2,669,230,669,669,435,669,433,727,23,727,23,727,23,727,23,727,7,727,23,727,23,727,7,748,23,727,23,23,727,727,7,727,7,727,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
160,669,3,2,628,310,669,927,335,927,313,927,307,927,444,838,444,927,444,878,344,878,379,878,7,878,338,927,338,927,386,337,927,927,37,937,33,937,33,937,15,9370,5410,9990,5120,9370,150,9370,430,9370,230
161,-4,3,2,168,651,168,208,777,208,777,208,777,208,777,927,338,927,338,927,338,937,338,858,338,858,338,858,338,858,337,338,858,927,338,927,338,927,338,947,514,9470,5140,8370,5140,8370,5140,8370,5140,8370,5140
162,657,3,1,657,381,858,339,274,697,877,858,19,697,19,697,243,858,243,697,19,697,19,697,19,697,19,697,19,697,243,243,697,697,243,697,19,697,27,787,23,7870,230,7870,230,-5,-5,-5,-5,-5,-5
163,657,3,1,657,280,858,587,264,807,389,807,365,807,19,447,194,807,189,807,774,798,189,807,774,807,213,447,235,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
164,717,3,2,508,762,298,779,748,-5,-5,-5,-5,669,435,777,435,777,435,777,435,777,435,777,435,777,435,777,435,777,435,435,777,777,435,-5,-5,669,435,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8190,3650
165,628,3,2,628,321,717,717,375,717,253,717,375,717,385,717,375,717,25,717,375,717,253,717,376,717,25,717,253,717,378,468,778,778,468,778,468,778,468,847,460,8470,4600,8470,4600,8470,4600,8470,4600,8470,4600
166,628,3,1,628,762,628,628,877,638,365,628,365,668,523,668,19,668,523,239,216,207,376,208,55,208,55,207,59,208,55,55,208,208,55,189,55,189,55,336,141,3580,430,3580,430,3580,430,-5,-5,3590,1320
167,527,3,2,-4,-4,628,669,435,628,365,148,364,669,438,-4,-4,738,25,738,25,738,308,628,283,727,357,408,808,408,808,808,408,408,808,907,-3,907,-3,617,913,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
168,-4,2,1,-4,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9570,5310,5380,4760
169,-4,2,2,-4,-4,-5,-5,-5,669,438,-4,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5380,4760,5380,4760
170,669,3,2,-4,-4,-5,787,458,769,469,798,469,787,458,787,458,798,469,798,469,798,469,787,458,798,469,787,337,798,469,469,798,787,458,787,458,787,458,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
171,-4,3,1,-4,-4,838,838,453,838,453,838,453,838,453,838,453,838,453,838,453,539,259,239,59,748,57,888,55,227,59,59,227,247,59,247,59,247,59,338,143,3380,1460,3380,1460,3380,1460,3380,300,3380,1430
172,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
173,-4,3,1,669,280,-5,-5,-5,748,348,448,348,697,243,718,16,-5,-5,669,19,669,435,669,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
174,-4,1,2,628,310,-4,717,375,717,375,717,375,718,308,717,389,717,253,717,253,717,253,717,253,717,253,717,253,717,253,375,717,717,253,717,253,717,253,699,481,6990,4810,9990,860,6990,860,6990,5840,6990,5840
175,857,3,2,-5,-5,-4,317,19,509,274,769,274,769,274,669,435,-5,-5,-5,-5,809,159,17,469,798,469,867,159,848,105,277,619,638,243,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4980,3650,4980,3650,8080,3260
176,669,3,2,669,915,669,669,435,838,446,839,163,857,155,738,796,738,19,718,254,709,25,709,255,709,255,709,255,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
177,809,3,1,728,902,537,669,434,669,434,69,769,67,869,639,274,749,19,639,263,639,263,639,7,639,7,639,243,639,19,-5,-5,-5,-5,639,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5
178,697,3,1,697,245,507,507,13,647,274,507,274,67,567,67,595,67,869,67,869,77,869,67,19,69,19,67,869,67,19,23,738,738,23,889,23,889,23,728,80,7280,800,7280,800,7280,800,7280,800,7280,800
179,588,3,2,588,391,509,429,339,587,315,709,339,677,276,677,275,588,315,427,439,427,444,427,444,427,365,427,379,427,338,318,427,427,318,427,313,427,313,607,73,6070,730,6070,730,6070,730,6070,5140,6070,5140
180,-4,3,2,-4,-4,209,529,378,208,338,-4,-4,-4,-4,339,256,339,303,339,37,339,23,339,313,339,37,339,23,339,337,7,739,739,19,889,23,889,23,728,80,7280,800,-5,-5,-5,-5,-5,-5,-5,-5
181,319,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,319,19,319,19,707,492,4670,4760,4670,4760,4670,4760,4670,4760,4670,4700
182,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8660,7340,8660,7340
183,-4,3,2,448,385,448,448,348,448,348,448,348,448,348,448,348,448,348,448,348,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,698,274,698,274,-4,-4,-4,-4,-4,-4,9370,430,9370,430,-5,-5
184,669,3,2,208,314,727,529,189,208,774,748,774,697,774,727,736,339,188,339,188,339,197,339,188,339,19,-4,-4,709,255,255,709,508,259,849,313,-4,-4,-4,-4,-4,-4,7860,2540,7860,2540,7860,2540,7860,2540
185,-4,3,1,-4,-4,-4,648,885,539,877,448,529,119,567,69,547,728,407,769,486,338,777,338,738,338,777,19,485,19,486,486,19,19,486,19,486,67,569,638,962,6380,9620,9990,5510,6380,5510,6380,9130,6380,9130
186,628,3,2,669,915,669,669,435,669,435,859,329,668,19,739,19,709,229,709,309,208,55,529,7,529,19,189,19,529,33,33,529,209,19,610,19,610,19,336,43,3360,430,3980,5620,8190,160,8190,160,8190,160
187,338,3,1,-4,-4,-4,628,877,628,365,669,435,697,274,197,637,118,567,429,814,408,446,937,106,848,203,937,208,408,106,208,927,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
188,208,3,2,207,602,189,848,453,838,449,839,453,-5,-5,838,449,-4,-4,-4,-4,-4,-4,-4,-4,838,447,838,405,777,453,449,777,839,449,839,748,839,459,827,460,8270,4600,8270,3600,8270,3600,8270,3600,8270,3600
189,677,3,1,677,381,677,677,365,677,274,677,365,677,274,247,337,227,308,189,389,227,213,739,229,207,213,189,64,189,379,64,739,739,64,739,64,738,64,738,110,7390,1100,7380,1020,7380,1020,7380,1100,7380,1100
190,-4,3,2,-4,-4,858,858,164,859,329,889,23,717,375,717,375,717,19,738,19,858,154,927,23,479,25,467,23,-4,-4,-4,-4,-4,-4,729,376,467,23,57,100,570,1000,9990,110,570,110,570,110,570,110
191,-4,3,1,-4,-4,-4,669,444,737,438,669,437,669,434,669,434,717,253,857,178,849,178,849,178,849,178,718,178,849,178,178,937,849,178,849,178,849,178,727,210,7580,2100,7580,2100,7580,2100,7580,430,7580,420
192,-4,3,2,-4,-4,669,858,235,858,773,867,773,748,774,717,253,717,375,717,253,717,375,717,375,717,375,717,375,717,376,375,717,717,375,717,375,717,375,729,526,7290,5260,7290,5260,-4,-4,7290,5260,7290,5700
193,209,3,1,208,162,207,227,55,227,55,227,55,239,185,227,185,227,55,227,55,189,55,209,55,208,55,208,55,209,217,217,209,209,55,208,55,208,55,739,141,3590,1410,3590,1410,3590,1410,3590,1410,3590,1410
194,-4,3,1,-4,-4,-4,857,468,527,364,448,359,609,274,609,274,917,23,889,23,889,23,839,7,889,23,738,23,-5,-5,-5,-5,-5,-5,467,19,467,19,168,1,1680,10,-5,-5,-5,-5,-5,-5,-5,-5
195,888,3,1,-4,-4,-4,-4,-4,189,55,189,59,189,159,207,59,739,547,189,258,208,55,189,259,189,259,189,274,208,19,19,208,208,13,208,19,208,19,339,1,3390,10,3390,10,3390,10,7390,50,7380,50
196,-4,3,1,-4,-4,-4,-4,-4,669,437,669,437,339,877,587,547,168,55,209,55,357,55,888,55,888,229,208,55,197,55,55,999,999,55,197,19,739,64,738,100,7380,1000,-5,-5,-5,-5,-5,-5,-5,-5
197,-4,3,2,-4,-4,628,858,389,737,308,339,805,737,319,858,337,718,313,708,313,717,313,717,315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,435,669,243,497,472,5090,4720,8090,3600,8090,430,-5,-5,8090,2000
198,-4,3,1,759,492,259,697,777,777,437,777,437,777,437,777,437,669,437,777,436,777,436,777,436,777,436,-5,-5,777,433,436,777,777,436,777,436,777,19,866,43,8660,340,9990,310,8660,310,8660,430,8660,10
199,748,3,1,-4,-4,69,857,453,857,453,857,696,857,453,857,453,857,453,69,579,69,579,-5,-5,669,234,669,434,669,434,434,669,669,434,809,19,809,19,859,43,8590,430,8590,430,8590,430,8590,430,7670,20
200,309,3,2,309,305,309,638,368,527,276,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,738,389,748,389,609,435,669,435,435,669,669,435,669,435,669,435,868,401,8680,4110,8680,4110,8680,4110,8680,4110,8680,4110
201,707,3,1,707,394,-4,-4,-4,707,386,707,337,707,7,707,7,707,19,707,25,707,255,707,255,707,255,707,7,707,255,255,709,709,19,707,25,-5,-5,687,12,6870,120,7070,4920,7070,4920,7070,4920,7070,4920
202,409,3,1,-4,-4,747,727,188,697,274,697,274,-5,-5,-5,-5,669,435,429,804,878,467,838,167,838,163,738,19,897,174,19,738,879,19,807,19,807,19,856,43,4170,50,7890,100,7890,100,6070,5240,6070,5240
203,617,1,2,707,301,707,749,796,749,275,907,637,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,907,356,907,354,907,354,907,354,354,907,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
204,-4,1,2,-4,-4,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,787,456,787,458,787,458,787,458,458,787,787,458,787,458,787,458,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,4510
205,-4,1,2,-4,-4,-4,748,389,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,847,460,8470,4600,8470,4600,-4,-4,8470,4600,9290,4600
206,-4,3,1,669,762,-5,628,19,628,243,-5,-5,-5,-5,69,595,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,69,595,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
207,-4,3,1,-4,-4,269,669,438,628,274,417,805,67,587,67,587,68,585,809,486,718,585,67,585,69,585,69,585,69,889,585,69,69,585,417,889,607,275,487,406,4870,4060,4870,4060,4870,4060,5380,4700,-5,-5
208,-4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,917,379,878,356,-4,-4,-4,-4,-4,-4,769,406,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
209,669,3,1,669,910,669,669,434,669,434,809,434,669,433,669,433,807,18,669,19,669,19,669,19,669,434,749,809,409,809,809,408,408,809,429,809,798,809,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
210,-4,3,1,628,762,-5,669,444,748,439,527,439,197,274,289,806,678,806,567,274,567,259,567,259,567,274,289,259,567,259,259,567,567,259,-5,-5,567,243,637,555,6370,5550,6370,5550,6370,5550,6370,5550,6370,5550
211,-4,3,2,-4,-4,-4,628,276,628,276,567,337,567,337,537,337,227,389,207,389,258,363,258,33,248,633,917,19,917,37,37,917,248,363,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7860,2540
212,-4,3,1,227,452,227,227,689,227,689,227,363,227,689,227,689,239,774,227,699,227,689,227,364,227,33,227,389,227,36,-3,-4,527,259,527,259,527,259,447,485,4470,4850,4470,4850,4470,4850,4470,4850,6380,9130
213,338,3,1,619,266,669,669,433,227,225,227,44,227,363,748,243,737,19,727,256,339,13,339,65,339,197,339,13,848,199,199,798,809,469,809,469,718,254,859,2,8590,4620,8590,4620,8590,4620,-5,-5,-5,-5
214,338,3,1,-4,-4,669,669,436,119,785,648,505,227,689,227,796,748,796,227,689,648,-3,648,505,669,434,669,434,669,434,434,669,729,225,729,633,729,633,729,136,7290,1360,7290,1530,7290,1530,7290,1530,3580,1320
215,757,3,1,69,482,67,69,575,69,575,69,577,69,575,69,575,207,575,207,575,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
216,-4,3,2,657,280,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,868,379,379,868,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9290,4600,5380,4760,-5,-5
217,-4,3,1,809,185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,628,3,1,889,1,889,889,337,738,23,889,23,738,316,727,7,727,7,727,7,727,19,727,25,727,25,727,25,727,25,25,727,727,7,727,7,727,7,747,12,7470,10,7470,10,7470,10,7470,10,7390,10
219,669,3,2,889,305,-4,857,156,857,156,857,156,857,157,857,156,857,156,887,19,857,155,857,156,857,144,857,155,857,155,155,857,857,155,857,156,857,156,786,230,7860,2300,9990,2310,7860,2310,7860,2310,7860,2310
220,669,3,2,667,305,667,667,337,858,153,857,128,857,157,857,157,867,159,857,157,857,157,739,213,738,376,739,64,897,229,229,897,897,27,737,8,737,8,758,13,7580,130,7580,130,7580,130,7580,130,7580,130
221,-4,2,2,-4,-4,-4,937,159,838,468,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,927,379,838,206,878,379,837,586,8370,5860,-4,-4,8470,4600,8470,4600,8170,3600
222,-4,2,1,667,705,-4,-4,-4,-4,-4,638,438,-4,-4,657,888,728,453,728,453,628,453,759,668,67,869,887,426,878,588,426,747,747,426,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
223,628,2,1,-4,-4,628,628,274,628,437,669,444,628,275,628,438,628,444,628,433,628,243,628,19,628,243,628,19,669,19,19,669,669,19,628,243,628,243,497,401,4970,4010,4970,4010,4970,4010,4970,4010,4970,4010
224,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,669,276,669,433,-4,-4,937,446,878,447,848,447,737,447,447,737,878,447,769,467,769,467,817,360,8170,3600,8170,3600,8170,3600,8170,3600,8170,3600
225,838,1,1,669,913,-4,878,453,878,453,887,453,887,453,867,453,887,453,737,357,737,356,737,356,737,356,737,357,737,379,379,737,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
